University of Queensland,https://future-students.uq.edu.au/study/program/Bachelor-of-Computer-Science-2425
University of Ottawa,https://engineering.uottawa.ca/undergraduate-programs/computer-science
Boğaziçi University,https://www.cmpe.boun.edu.tr/
Johns Hopkins University,https://www.cs.jhu.edu/
Rice University,https://csweb.rice.edu/
University of Otago,https://www.otago.ac.nz/courses/subjects/cosc.html
LMU Munich,http://www.en.uni-muenchen.de/about_lmu/academics/faculties/fak_16_mathe/index.html
University of Texas at Arlington,https://www.uta.edu/engineering/future-students/programs-masters/computer-science-and-engineering/mscs.php
University of New Brunswick,https://www.unb.ca/fredericton/cs/
University of Waikato,https://www.cs.waikato.ac.nz/
TU Delft,http://cs.lr.tudelft.nl/
Worcester Polytechnic Institute,https://www.wpi.edu/academics/departments/computer-science
Ecole Normale Superieure,diplome.di.ens.fr/English.html
Chulalongkorn University,https://www.cp.eng.chula.ac.th/en/prospective/graduate/master-computerscience/
Hebrew University of Jerusalem,www.cs.huji.ac.il/
IIT Jodhpur,iitj.ac.in/department/index.php?id=cse
University of Bern,www.inf.unibe.ch/index_eng.html
University of Texas at San Antonio,https://cs.utsa.edu/
OHSU,https://www.ohsu.edu/xd/education/schools/school-of-medicine/departments/basic-science-departments/csee/
University of Edinburgh,https://www.ed.ac.uk/informatics
Tata Institute of Fundamental Research,https://www.tcs.tifr.res.in/
University of Sussex,https://www.sussex.ac.uk/study/undergraduate/courses/computer-science-bsc
Western University,https://www.csd.uwo.ca/
Ben-Gurion University of the Negev,https://in.bgu.ac.il/en/natural_science/cs/Pages/default.aspx
University of Kentucky,https://www.engr.uky.edu/research-faculty/departments/computer-science
AUEB,https://www.dept.aueb.gr/el/cs
Princeton University,https://www.cs.princeton.edu/
USP,https://counterstrike.fandom.com/wiki/USP-S
Yale University,https://cpsc.yale.edu/
University of Stuttgart,https://www.informatik.uni-stuttgart.de/index.en.html
University of Alberta,https://www.ualberta.ca/computing-science
University of Virginia,https://engineering.virginia.edu/departments/computer-science
UNSW,https://www.engineering.unsw.edu.au/computer-science-engineering/
University of New Mexico,https://www.cs.unm.edu/
New Mexico Tech,https://www.cs.nmt.edu/
TTI Chicago,https://www.ttic.edu/
University of Western Australia,https://www.uwa.edu.au/ems/schools/physics-mathematics-and-computing/department-of-computer-science-and-software-engineering
Oklahoma State University,https://www.cs.okstate.edu/
Tufts University,https://engineering.tufts.edu/cs/
Ruhr-University Bochum,studienangebot.rub.de/en/applied-computer-science/master-1-subject
CWI,https://www.cwi.nl/
KTH Royal Institute of Technology,https://www.kth.se/en/eecs/skolan-for-elektroteknik-och-datavetenskap-1.760855
University of Delaware,https://www.cis.udel.edu/
University of Wroclaw,https://international.uni.wroc.pl/en/faculty-mathematics-and-computer-science
University of Vienna,https://informatik.univie.ac.at/en/
Korea University,https://cs.korea.edu/
Arizona State University,https://cidse.engineering.asu.edu/
HKUST,https://www.cse.ust.hk/
University of Victoria,https://www.uvic.ca/engineering/computerscience/index.php
University of Denver,https://ritchieschool.du.edu/
IIT Patna,https://www.iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering.html
University of Manitoba,https://www.cs.umanitoba.ca/
University of Tulsa,https://engineering.utulsa.edu/computer-science/
University of Tennessee,https://www.eecs.utk.edu/
Shenzhen University,csse.szu.edu.cn/
Ohio State University,https://cse.osu.edu/about-us/faculty
University of Texas - El Paso,https://www.utep.edu/cs/
National Tsing Hua University,nthu-en.web.nthu.edu.tw/files/13-1902-76818.php
Friedrich Schiller University Jena,fusion.cs.uni-jena.de/fusion/
UFF,<cite class="hJND5c">https://www.youtube.com/watch?v=i2eSZClW7Bo
IMSc,https://www.imsc.res.in/theoretical_computer_science
Brandeis University,https://www.brandeis.edu/computer-science/
University of Pittsburgh,https://cs.pitt.edu/
University of Luxembourg,https://wwwen.uni.lu/research/fstc/computer_science_and_communications_research_unit
IIT Madras,https://www.cse.iitm.ac.in/
University of South Carolina,https://www.cse.sc.edu/
Bielefeld University,https://www.uni-bielefeld.de/(en)/technische-fakultaet/studiengaenge/BA_Informatik_Kernfach/
University of Kansas,https://eecs.ku.edu/
Portland State University,https://www.pdx.edu/computer-science/
Qatar University,www.qu.edu.qa/engineering/academics/computer/cs
Colorado State University,http://compsci.colostate.edu/
IIT Bombay,https://www.cse.iitb.ac.in/
Peking University,eecs.pku.edu.cn/EN/
UFPE,http://www.cin.ufpe.br/~asb/english/
North Dakota State University,https://www.ndsu.edu/cs/
Drexel University,https://drexel.edu/cci/academics/computer-science-department/
Australian National University,https://cs.anu.edu.au/
CISPA Helmholtz Center i.G.,https://cispa.saarland/
Tokyo Institute of Technology,https://educ.titech.ac.jp/cs/eng/
Massey University,http://www.massey.ac.nz/massey/learning/programme-course/programme.cfm?major_code=PCMSC&prog_id=92411
University of Wisconsin - Madison,https://www.cs.wisc.edu/
University of Colorado - Denver,https://engineering.ucdenver.edu/academics/departments/computer-science-and-engineering
University of Colorado Boulder,https://www.colorado.edu/cs/
University of Louisiana - Lafayette,https://computing.louisiana.edu/computer-sciences
Polytechnic University of Catalonia,www.cs.upc.edu/
Texas A&M University,https://engineering.tamu.edu/cse/index.html
University of Kent,https://www.cs.kent.ac.uk/
Queen’s University,www.cs.queensu.ca/
EURECOM,www.eurecom.fr/en
Washington State University,https://school.eecs.wsu.edu/
University of Wisconsin - Milwaukee,https://catalog.uwm.edu/engineering-applied-science/computer-science/
University of Crete,https://www.csd.uoc.gr/en/
University of Rochester,www.cs.rochester.edu/people/faculty/index.html
IIIT Bangalore,https://www.iiitb.ac.in/
Louisiana State University - Baton Rouge,https://www.lsu.edu/eng/cse/index.php
Missouri University of Technology,https://cs.mst.edu/
University of Salzburg,https://uni-salzburg.at/computersciences
Graz University of Technology,https://studyinaustria.at/en/study/institutions/universities/graz-university-of-technology/
Hong Kong Baptist University,https://www.comp.hkbu.edu.hk/
Georgia Institute of Technology,https://www.cc.gatech.edu/
Clemson University,https://www.clemson.edu/computing
University of Missouri - Kansas City,https://sce.umkc.edu/
Washington University in St. Louis,https://wustl.edu/
Northern Arizona University,https://nau.edu/school-of-informatics-computing-and-cyber-systems/
Nanjing University,https://cs.nju.edu.cn/
Indiana University,https://cs.indiana.edu/
HEC Montreal,https://www.hec.ca/en/
University College London,www.cs.ucl.ac.uk/
Universidade de Brasília,https://fs.unb.br/pgcs/disciplinas-cs
UFRGS,www.ufrgs.br/fabico
University of Cincinnati,https://ceas.uc.edu/about/info-current-students/curriculum/computer-science.html
Kyoto University,https://www.s-im.t.kyoto-u.ac.jp/com/en
IT University of Copenhagen,https://di.ku.dk/english/
University of Surrey,https://www.surrey.ac.uk/undergraduate/computer-science
Virginia Tech,https://www.cs.vt.edu/
Seoul National University,https://cse.snu.ac.kr/en
University of Chicago,https://computerscience.uchicago.edu/
West Virginia University,lcsee.statler.wvu.edu/
Air Force Institute of Technology,https://www.afit.edu/ENG/
Auburn University,http://bulletin.auburn.edu/undergraduate/samuelginncollegeofengineering/departmentofcomputerscienceandsoftwareengineering/computerscience_major/
The Hong Kong Polytechnic University,https://www.polyu.edu.hk/feng/dept_comp.php
Georgia State University,https://www.cs.gsu.edu/
IIT Roorkee,https://www.iitr.ac.in/~CSE/
Montana State University,https://www.cs.montana.edu/
Technion,www.cs.technion.ac.il/
Binghamton University,https://www.binghamton.edu/computer-science/index.html
University of Notre Dame,https://cse.nd.edu/
Texas Tech University,https://www.depts.ttu.edu/cs/faculty/
UFRJ,https://steamcommunity.com/groups/csufrj
Aarhus University,cs.au.dk/
IIT Hyderabad,https://cse.iith.ac.in/
University of Koblenz-Landau,https://www.uni-koblenz-landau.de/en/campus-koblenz/fb4
College of William and Mary,https://www.wm.edu/as/computerscience/
Oakland University,https://oakland.edu/secs/departments/cse/
FURG Federal University of Rio Grande,http://www.ufrgs.br/english
University of Southern California,https://www.cs.usc.edu/
University of Copenhagen,https://di.ku.dk/english/
University of Tartu,https://www.cs.ut.ee/en
